Relatório Pluviométrico da Estação: Jardim Botanico

Dados normalizados para o Horário Brasileiro de Verão (HBV)

Dia         Hora      HBV   15 min   01 h   04 h   24 h   96 h
08/02/1997  19:19:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  19:34:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  19:49:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  20:04:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  20:19:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  20:34:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  20:49:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  21:04:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  21:19:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  21:34:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  21:49:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  22:04:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  22:19:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  22:34:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  22:49:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  23:04:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  23:19:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  23:34:20  HBV      0.0    0.0    0.0    0.0    0.0
08/02/1997  23:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  00:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  00:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  00:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  00:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  01:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  01:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  01:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  01:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  02:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  02:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  02:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  02:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  03:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  03:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  03:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  03:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  04:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  04:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  04:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  04:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  05:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  05:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  05:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  05:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  06:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  06:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  06:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  06:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  07:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  07:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  07:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  07:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  08:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  08:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  08:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  08:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  09:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  09:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  09:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  09:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  10:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  10:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  10:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  10:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  11:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  11:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  11:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  11:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  12:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  12:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  12:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  12:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  13:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  13:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  13:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  13:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  14:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  14:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  14:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  14:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  15:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  15:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  15:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  15:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  16:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  16:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  16:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  16:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  17:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  17:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  17:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  17:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  18:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  18:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  18:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  18:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  19:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  19:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  19:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  19:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  20:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  20:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  20:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  20:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  21:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  21:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  21:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  21:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  22:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  22:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  22:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  22:49:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  23:04:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  23:19:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  23:34:20  HBV      0.0    0.0    0.0    0.0    0.0
09/02/1997  23:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  00:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  00:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  00:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  00:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  01:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  01:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  01:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  01:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  02:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  02:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  02:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  02:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  03:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  03:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  03:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  03:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  04:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  04:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  04:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  04:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  05:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  05:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  05:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  05:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  06:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  06:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  06:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  06:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  07:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  07:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  07:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  07:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  08:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  08:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  08:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  08:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  09:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  09:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  09:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  09:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  10:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  10:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  10:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  10:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  11:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  11:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  11:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  11:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  12:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  12:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  12:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  12:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  13:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  13:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  13:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  13:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  14:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  14:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  14:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  14:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  15:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  15:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  15:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  15:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  16:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  16:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  16:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  16:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  17:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  17:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  17:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  17:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  18:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  18:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  18:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  18:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  19:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  19:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  19:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  19:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  20:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  20:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  20:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  20:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  21:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  21:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  21:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  21:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  22:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  22:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  22:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  22:49:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  23:04:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  23:19:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  23:34:20  HBV      0.0    0.0    0.0    0.0    0.0
10/02/1997  23:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  00:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  00:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  00:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  00:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  01:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  01:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  01:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  01:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  02:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  02:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  02:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  02:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  03:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  03:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  03:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  03:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  04:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  04:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  04:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  04:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  05:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  05:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  05:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  05:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  06:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  06:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  06:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  06:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  07:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  07:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  07:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  07:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  08:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  08:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  08:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  08:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  09:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  09:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  09:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  09:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  10:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  10:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  10:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  10:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  11:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  11:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  11:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  11:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  12:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  12:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  12:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  12:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  13:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  13:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  13:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  13:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  14:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  14:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  14:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  14:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  15:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  15:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  15:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  15:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  16:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  16:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  16:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  16:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  17:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  17:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  17:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  17:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  18:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  18:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  18:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  18:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  19:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  19:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  19:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  19:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  20:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  20:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  20:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  20:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  21:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  21:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  21:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  21:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  22:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  22:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  22:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  22:49:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  23:04:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  23:19:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  23:34:20  HBV      0.0    0.0    0.0    0.0    0.0
11/02/1997  23:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  00:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  00:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  00:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  00:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  01:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  01:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  01:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  01:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  02:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  02:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  02:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  02:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  03:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  03:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  03:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  03:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  04:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  04:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  04:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  04:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  05:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  05:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  05:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  05:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  06:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  06:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  06:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  06:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  07:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  07:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  07:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  07:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  08:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  08:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  08:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  08:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  09:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  09:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  09:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  09:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  10:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  10:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  10:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  10:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  11:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  11:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  11:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  11:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  12:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  12:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  12:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  12:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  13:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  13:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  13:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  13:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  14:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  14:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  14:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  14:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  15:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  15:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  15:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  15:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  16:04:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  16:19:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  16:34:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  16:49:20  HBV      0.0    0.0    0.0    0.0    0.0
12/02/1997  17:04:20  HBV      0.0    0.0    0.0    0.0    0.0
